key,label,input,output
merged_topic_4_0,"getchar, character, formatted, putchar, input, getche, putch","<task:merge> <sos>
 Managing input and output operation Reading a character Reading a single character can be done by using the function getchar
 The getchar takes the following form variable_namegetchar ( ) Variable_name is a valid C name that has been declared as char type
 When this statement is encountered the computer waits until a key is pressed and then assigns this character as a value to getchar function
 Since getchar is used on the right hand side of an assignment statement the character value of getchar is in turn assigned to the variable name on the left
 For example char name namegetchar ( ) The getchar ( ) function accept any character keyed in
 This could create problem when we use getchar ( ) in a loop interactively
 Writing a character Like a getchar there is a analogous function putchar for writing characters one at a time to the terminal
 It takes the form as shown below putchar ( variable_name ) where variable_name is a type char variable containing a character
 
 ++++
 
 getchar ( ) and putchar ( ) The getchar ( ) function reads a character from a standard input device
 The general syntax is character_variable getchar ( ) where character_variable is a valid C char type variable
 When this statement is encounted the computer waits until a key is pressed and assign this character to character_variable
 The putchar ( ) function displays a character to the standard output device
 The general syntax of putchar ( ) function is putchar ( character_variable ) where character_variable is a char type variable containing a character
 getch ( ) getche ( ) and putch ( ) The functions getch ( ) and getche ( ) reads a single character the instant it is typed without waiting for the enter key to be hit
 The difference between them is that getch ( ) reads the character typed without echoing it on the screen while getche ( ) reads the character and echoes ( displays ) it on the screen
 <eos>","Managing input and output operations involves reading and writing characters. For reading a single character, the `getchar()` function is used, which reads a character from a standard input device. The general syntax for `getchar()` is `variable_name = getchar()`, where `variable_name` is a valid C name that has been declared as `char` type. When this statement is encountered, the computer waits until a key is pressed, and then assigns this character as a value to the `getchar()` function, which is in turn assigned to the `variable_name` on the left-hand side of the assignment statement. For example, `char name; name = getchar();`. The `getchar()` function accepts any character keyed in, which could create a problem when used interactively in a loop. Analogous to `getchar()`, the `putchar()` function is used for writing or displaying characters one at a time to the terminal or standard output device. Its general syntax is `putchar(variable_name)`, where `variable_name` is a `char` type variable containing a character. Furthermore, the functions `getch()` and `getche()` also read a single character, but they do so the instant it is typed without waiting for the Enter key to be hit. The key difference between them is that `getch()` reads the character typed without echoing it on the screen, while `getche()` reads the character and echoes (displays) it on the screen."
merged_topic_4_1,"getchar, character, formatted, putchar, input, getche, putch","<task:merge> <sos>
 For example answerY putchar ( answer ) this statement display the character Y include include void main ( ) char name char ch int i printf ( nEnter the name ) while ( ( chgetchar ( ) ) n ) nameich i namei printf ( nThe name is s name ) getch ( ) Formatted input Formatted input refers to an input data that has been arranged in particular format
 For example scanf ( f f f x y z ) Inputting Character Strings Scanf can input strings containing more than one character
 Following are the specifications for reading character strings ws or wc Formatted output The printf statement provides certain features that can be effectively exploited to control the alignment and spacing of printout on the terminals
 Characters that will be printed on the screen as they appear
 Reading line of text scanf with s or ws can read only string without whitespaces
 that can be used to read a line containing a variety of characters including whitespace
 
 ++++
 
 The general syntax of getch ( ) character_variable getch ( ) Similarly the syntax of getch ( ) is character_variable getche ( ) The putch ( ) function prints a character onto the screen
 The general syntax is putch ( character_variable ) These three functions are defined under the standard library function conioh and hence we should include this in our program using the instruction include include main ( ) char ch ch clrscr ( ) printf ( Enter first character ) ch getch ( ) printf ( n Enter second character ) ch getche ( ) printf ( n First character ) putch ( ch ) printf ( n Second character ) putch ( ch ) Output Enter first character Enter second character b First character a Second character b Since the first input is taken using getch ( ) function the character a entered is not echoed
 However using getche ( ) function we can see what we have typed
 The last getch ( ) simply takes a character but doesnot store it anywhere
 <eos>","Formatted input refers to input data that has been arranged in a particular format; for example, `scanf(""%f %f %f"", &x, &y, &z)` can be used. `scanf` can also input strings containing more than one character, with specifications like `%s` or `%wc` for reading character strings. However, when reading a line of text, `scanf` with `%s` or `%ws` can only read strings without whitespaces, implying other methods are needed for lines containing a variety of characters including whitespace. Formatted output, conversely, is managed by the `printf` statement, which provides certain features that can be effectively exploited to control the alignment and spacing of printout on terminals, printing characters on the screen as they appear. For character-specific input and output, functions such as `putchar()`, `putch()`, `getchar()`, `getch()`, and `getche()` are available. For example, `putchar(answer)` is a statement that displays the character Y. The `putch()` function also prints a character onto the screen, with its general syntax being `putch(character_variable)`. The general syntax for `getch()` is `character_variable = getch()`, and similarly for `getche()`, it is `character_variable = getche()`. These three functions (`getch`, `getche`, `putch`) are defined under the standard library function `conio.h`, and therefore require `include <conio.h>` in a program. An illustrative example using these functions is shown in a typical `main` function: `main() { char ch; clrscr(); printf(""Enter first character: ""); ch = getch(); printf(""\n Enter second character: ""); ch = getche(); printf(""\n First character: ""); putch(ch); printf(""\n Second character: ""); putch(ch); }`. The output from this example, for instance, ""Enter first character (user types 'a') Enter second character b (user types 'b') First character a Second character b"", demonstrates that since the first input is taken using `getch()`, the character 'a' entered is not echoed, whereas using `getche()`, the typed character 'b' is echoed, allowing the user to see what they have typed. Another code snippet illustrates `getchar()` for string input: `void main() { char name[100]; char ch; int i = 0; printf(""\nEnter the name: ""); while ((ch = getchar()) != '\n') { name[i] = ch; i++; } name[i] = '\0'; printf(""\nThe name is: %s"", name); getch(); }`. The `getch()` function, particularly when used at the end of `main()`, simply takes a character but does not store it anywhere, typically serving to pause the console output."
merged_topic_4_2,"getchar, character, formatted, putchar, input, getche, putch","<task:merge> <sos>
 For example char name scanf ( nname ) printf ( sname ) Note we can use getchar and gets functions to take input to character array variable
 For example to getchar look at unformatted input example
 
 ++++
 
 gets ( ) and puts ( ) The gets ( ) function is used to read a string of text containing whitespaces until a newline character is encountered
 The general syntax of gets ( ) is gets ( string_variable ) The puts ( ) function is used to display the string onto the terminal
 The general syntax of puts ( ) is puts ( string _variable ) This prints the string value of string_variable and then moves the cursor to the beginning of the next line on the screen
 ( PU ) Distinguish between getc ( ) a getchar ( )
 <eos>","For example, when working with character arrays, one might use `scanf(nname)` for input and `printf(sname)` for output. Note that `getchar` and `gets` functions can also be used to take input into character array variables; specifically for `getchar`, one can look at unformatted input examples. Regarding `gets()` and `puts()`: The `gets()` function is used to read a string of text containing whitespaces until a newline character is encountered, with its general syntax being `gets(string_variable)`. The `puts()` function, on the other hand, is used to display the string onto the terminal. Its general syntax is `puts(string_variable)`, and it prints the string value of `string_variable` before moving the cursor to the beginning of the next line on the screen. Finally, it is important to distinguish between `getc()` and `getchar()`."
merged_topic_5_0,"marks, student, total, float, highest, grade, roll, remarks","<task:merge> <sos>
 of a student and marks obtained by him in subjectsDeclare array to hold the data of students
 Pass this to a function that displays the marks of student who has a highest total marks
 
 ++++
 
 M Singh ) printf ( n Names name ) name ( char ) realloc ( ame ) strcpy ( namecaptain B M Singh ) pritf ( nNamesname ) getch ( ) output Name B M Singh Name Captain B M Singh Program to read marks obtained by ditstudent calculate sum average using pointer include include include main ( ) int n i float p sum avg clrscr ( ) printf ( n How Many Students aretheret ) scanf ( dn ) printf ( n Enter marks of each studentsn ) p ( float ) malloc ( nsizeof ( float ) ) for ( i in i ) scanf ( f ( pi ) ) avgsumn printf ( The average marks of ) for ( i in i ) printf ( f t ( p i ) ) printf ( f t is avg ) free ( P ) getch ( ) output How many students are there
 Enter marks of each student The average marks of is write a pg to read an array of n integers using dynamic memory allocation and display the largest and smallest element int main ( ) int n i intnummaxmin clrscr ( ) printf ( n enter number of elements in our array ) scanf ( dn ) num ( int ) calloc ( nsizeof ( int ) ) printf ( nEnterd integersn ) for ( i i ( numi ) ) min ( numi ) printf ( n the maximum numberdmax ) printf ( n the minimum numberdmin ) getch ( ) output Enter numbers of element in our array Enter integers The maximum number The minimum number Some Important Questions What are the relationship between arrays and pointer
 <eos>","A program can be designed to manage student data, including marks obtained in various subjects. This involves declaring an array to hold the data for students and passing it to a function that displays the marks of the student with the highest total marks. Additionally, a program can be developed to read marks obtained by a student, calculate their sum and average using pointers, and implement dynamic memory allocation (e.g., using `malloc` for a float array). This process typically involves prompting for the number of students and their individual marks, then displaying the calculated average marks. Furthermore, a program can be written to read an array of 'n' integers using dynamic memory allocation (e.g., `calloc`), and subsequently display both the largest and smallest elements present in that array. Such programming tasks might also encompass operations like managing names, potentially utilizing dynamic memory functions such as `realloc` and string copying functions like `strcpy` for names such as 'M Singh' or 'Captain B M Singh'. An important question to consider in these programming contexts is the relationship between arrays and pointers."
merged_topic_5_1,"marks, student, total, float, highest, grade, roll, remarks","<task:merge> <sos>
 include include struct student int roll int marks int total void input ( struct student s ) int ij for ( iii ) printf ( nEnter the roll number of student ) scanf ( dsiroll ) printf ( nEnter marks for subjects ) sitotal for ( jjj ) scanf ( dsimarksj ) sitotalsitotalsimarksj void display ( struct student s ) int ilocationmax maxstotal location for ( iii ) if ( maxsitotal ) serching highest marks location maxsitotal locationi printf ( nRecord of student who score highest marks ) printf ( nRoll number of studentdslocationroll ) printf ( nEnter marks for subjects ) for ( iii ) printf ( nMarks in d subjectdislocationmarksi ) void main ( ) struct student civil input ( civil ) display ( civil ) getch ( ) Create a structure STUDENT containing name symbol number name of subjects mark of each subject and total mar as its members
 Write a program that uses this structure and reads data for a student and gives the total marks as the output
 
 ++++
 
 WAP using structure to read and display the data entered by the user include main ( ) struct student char name int roll float marks char remark struct student s clrsc ( ) printf ( enter name t ) gets ( sname ) printf ( In enter rollt ) scanf ( d sroll ) printf ( n enter marks t ) scanf ( f smarks ) printf ( enter remarks p for pass or f for fail t ) sremark getch ( ) printf ( nn The students information is n ) printf ( Student Name ItItIt Roll It Marks It Remarks ) printf ( n n ) printf ( sttdtftc sname sroll smarks sremark ) getch ( ) output enter name Ram Singh enter roll Enter remark p for pass or f for fail P The students information is Student Name Roll Marks Remarks Ram Singh P Array of Structure Like array of int float or char type there may be array of structure
 <eos>","A program can be written to use a structure for reading and displaying user-entered student data, and to output total marks. This involves defining a `struct student` which can contain members such as `char name`, `int roll`, `int symbol number`, `name of subjects`, `int marks` (possibly an array for multiple subjects), a `float marks` (for a single subject's score), `int total` (sum of marks), and a `char remark` (e.g., 'p' for pass or 'f' for fail). Within the `main()` function, typically after `include` directives, a `struct student` variable (e.g., `civil` or `s`) is declared. An `input` function, like `void input(struct student s)` with `int i` and `int j` variables, handles data entry. It prompts the user to ""Enter the roll number of student"" (`scanf(""%d"", &s.roll)`), ""Enter marks for subjects"", and uses a loop (e.g., `for (j=0; j<NUM_SUBJECTS; j++)`) to `scanf(""%d"", &s.marks[j])`, summing these to `s.total` (as `s.total = s.total + s.marks[j]`). Alternatively, input can involve prompts such as ""enter name"", reading `s.name` with `gets`, ""enter roll"" (`scanf(""%d"", &s.roll)`), ""enter marks"" (`scanf(""%f"", &s.marks)`), and ""enter remarks p for pass or f for fail"" with `s.remark`. A `display` function, such as `void display(struct student s)` with `int i`, `int location`, and `max_total` variables, is then used to present student information. This can print ""The student's information is"" with headers like ""Student Name"", ""Roll"", ""Marks"", and ""Remarks"", followed by their corresponding values (`s.name`, `s.roll`, `s.marks`, `s.remark`). The display function also includes logic for ""searching highest marks location"" by comparing `s.total` values to find a `max` and its `location`. Upon finding it, it prints the ""Record of student who score highest marks"", including their ""Roll number"" and ""Marks in d subject"" for each subject. An example interaction shows `output enter name Ram Singh enter roll Enter remark p for pass or f for fail P` resulting in `The students information is Student Name Roll Marks Remarks Ram Singh P`. `getch()` is commonly used to pause program execution. Furthermore, similar to arrays of `int`, `float`, or `char` types, there can be an `Array of Structure`."
merged_topic_6_0,"constant, real, point, fractional, mantissa, base, constants, integer, rarely, decimal","<task:merge> <sos>
 Number are called numeric constant
 etc are some numeric constants
 There are two types of Numeric Constant
 Real Constant INTEGER Constant Integer written without decimal point is called fixed point constant or integer constants
 No other character should occur in fixed point constant
 Real Constant Any number written with one decimal point is called a floating point constant of real constant
 A real constant can be expressed in any one of the following two forms i ) Fractional form ii ) Exponential form The following rules apply for the real constant in fractional form
 A real constant is written in the decimal form with the digitals and the decimal point
 No special symbols such as etc are allowed in a real constant
 The general form of the exponential floating point constant is Mantissa E exponent
 The mantissa must be valid real constant in fractional form
 All the rules of the fractional form applied to the mantissa
 
 ++++
 
 Integer and floating point constants represent numbers
 Integer Constants An integer constant is an integervalued number
 Integer ( number ) constants can be written in three different number systems decimal ( base ) octal ( base ) and hexadecimal ( base )
 Beginning programmers rarely however use anything other than decimal integer constants
 <eos>","Numbers are called numeric constants. Integer and floating point constants represent numbers and are the two main types of numeric constants. Integer constants, also known as fixed-point constants, are integer-valued numbers written without a decimal point, and no other character should occur in them. These constants can be expressed in three different number systems: decimal (base), octal (base), and hexadecimal (base), although beginning programmers rarely use anything other than decimal integer constants. A real constant, also called a floating-point constant, is any number written with one decimal point. Real constants can be expressed in either fractional form or exponential form. When in fractional form, a real constant is written in the decimal form with digits and a decimal point, and no special symbols are allowed. The general form of the exponential floating-point constant is Mantissa E exponent, where the mantissa must be a valid real constant in fractional form, and all rules of the fractional form apply to the mantissa."
merged_topic_7_0,"testcondition, body, continues, loop, process, executed, condition, statements","<task:merge> <sos>
 Body of the loop
 The testcondition is evaluated and if the condition is true then the body of the loop is executed
 After execution of the body the test condition is once again evaluated and if it is true the body is executed once again
 This process of repeated execution of the body continues until the testcondition finally becomes false and the control is transferred out of the loop
 Body of the loop Test condition
 This process continues as long as the condition is true
 Since the testcondition is evaluated at the bottom of the loop the dowhile construct provides an exitcontrolled loop and therefore the body of the loop is always executed at least once
 The value of the control variable is tested using the testcondition
 This process continues till the value of the control variable fails to satisfy the testcondition
 
 ++++
 
 This ensures that the algorithm will ultimately terminate
 So a loop may be defined as a block of statements which are repeatedly executed for a certain number of times or until a particular condition is satisfied
 The control statement in loop decides whether the body is to be executed or not
 After the execution again the condition is checked and if it is found to be true then again the statements in the body of loop are executed
 The body of this loop may contain a single statement or a block of statements
 If the condition is true then again the loop body is executed and this process continues until the condition becomes false
 Instead the remaining loop statements are skipped and the computation proceeds directly to the next pass through the loop
 <eos>","A loop may be defined as a block of statements which are repeatedly executed for a certain number of times or until a particular condition is satisfied. The body of this loop may contain a single statement or a block of statements. The control statement in a loop decides whether the body is to be executed or not. The testcondition, which tests the value of a control variable, is evaluated. If the condition is true, the body of the loop is executed. After execution of the body, or if remaining loop statements are skipped, the computation proceeds directly to the next pass through the loop, where the test condition is once again evaluated. This process of repeated execution continues as long as the condition remains true; if it is found to be true again, the statements in the body of the loop are executed again. This continues until the testcondition finally becomes false, and the control is transferred out of the loop, which ensures that the algorithm will ultimately terminate. Since the testcondition is evaluated at the bottom of the loop, the do-while construct provides an exit-controlled loop, and therefore the body of the loop is always executed at least once."
merged_topic_8_0,"constant, real, point, fractional, mantissa, unsigned, long, floating, appending, constants","<task:merge> <sos>
 Number are called numeric constant
 etc are some numeric constants
 There are two types of Numeric Constant
 Real Constant INTEGER Constant Integer written without decimal point is called fixed point constant or integer constants
 No other character should occur in fixed point constant
 Real Constant Any number written with one decimal point is called a floating point constant of real constant
 A real constant can be expressed in any one of the following two forms i ) Fractional form ii ) Exponential form The following rules apply for the real constant in fractional form
 A real constant is written in the decimal form with the digitals and the decimal point
 No special symbols such as etc are allowed in a real constant
 The general form of the exponential floating point constant is Mantissa E exponent
 The mantissa must be valid real constant in fractional form
 All the rules of the fractional form applied to the mantissa
 
 ++++
 
 An unsigned integer constant can be identified by appending the letter ( ) ( either upper or lowercase ) to the end of the constant
 Long integer constants may exceed the magnitude of ordinary integer constants but require more memory within the computer
 A long integer constant can be identified by appending the letter L ( either upper or lowercase ) to the end of the constant
 An unsigned long integer may be specified by appending the letters UL to the end of the constant
 However the U must preced the L Several unsigned and long integer constants are shown below Constant Number System U decimal ( unsigned ) L decimal ( long ) UL decimal ( unsigned long ) L octal ( long ) U octal ( unsigned ) XFFFFFUL hexadecimal ( unsigned long ) Floating Point Constants A floating point constant is a base number that contains either a decimal point or an exponent ( or both )
 Several valid floating point constants
 E e e The following are not valid floating point constants for the reason stated
 <eos>","Numbers are called numeric constants, and there are two types: Real Constants and Integer Constants. An Integer Constant, also known as a fixed point constant, is written without a decimal point, and no other character should occur within it. An unsigned integer constant can be identified by appending the letter U (either upper or lowercase) to the end of the constant. Long integer constants may exceed the magnitude of ordinary integer constants but require more memory within the computer, and are identified by appending the letter L (either upper or lowercase) to the end of the constant. An unsigned long integer may be specified by appending the letters UL to the end of the constant, with the U preceding the L. Examples of these include U decimal (unsigned), L decimal (long), UL decimal (unsigned long), L octal (long), U octal (unsigned), and XFFFFFUL hexadecimal (unsigned long). A Real Constant, also known as a floating point constant, is a base number that contains either a decimal point or an exponent (or both). Real constants can be expressed in two forms: fractional or exponential. For the fractional form, a real constant is written in decimal form with the digitals and the decimal point, and no special symbols are allowed. The general form of an exponential floating point constant is Mantissa E exponent, where the mantissa must be a valid real constant in fractional form, applying all the rules of the fractional form. There are several valid floating point constants, while others are deemed invalid for stated reasons."
merged_topic_9_0,"content, mode, file, existing, opens, exist, new, erased","<task:merge> <sos>
 File opening Modes The different types of file opening modes are r This mode open file for reading only
 w This mode open file for writing only
 a This mode open file for appending ( or adding ) data to it
 When the file is opened in this mode the file is opened with the current content safe
 r This mode opens the file for reading existing content writing new contents and modifying existing content of the file
 w This mode opens the file for writing new content reading them back and modifying the existing content of the file
 a This mode opens the file for appending new content to the end of file reading existing content from the file But can not modify existing contents
 
 ++++
 
 read write append etc )
 w ( write ) If the file dosent exist then this mode creates a new file for writing and if the file already exists then the previous data is erased and the new data entered is written to the file
 a ( append ) If the file doesnt exist then this mode creates a new file and if the file already exists then the new data entered is appended at the new data entered is appended at the end of existing data
 In this mode the data existing in the file is not erased as in w mode
 r ( read ) This mode is used for opening an existing file for reading purpose only
 The file to be opened must exist and the previous data of file is not erased
 w ( write read ) This mode is same as w mode but in this mode we can also read and modify the data
 If the file doesnt exist then a new file is created and if the file exists then previous data is erased
 r ( read write ) This mode is same as r mode but in this mode we can also write and modify existing data
 Since we can add new data and modify existing data so this mode is also called update mode
 <eos>","File opening Modes describe how a file can be accessed. The 'r' (read) mode is used for opening an existing file for reading purposes only; the file to be opened must exist, and its previous data is not erased. In contrast, the 'w' (write) mode opens a file primarily for writing. If the file doesn't exist, this mode creates a new file for writing, but if the file already exists, its previous data is erased before new data is written to the file. The 'a' (append) mode opens a file for appending or adding new data to it. When a file is opened in this mode, its current content is kept safe and is not erased, unlike in 'w' mode. If the file doesn't exist, this mode creates a new file, and if it already exists, new data is appended at the end of the existing data; existing content can also be read from the file, but existing contents cannot be modified. Furthermore, the 'w+' (write read) mode is similar to 'w' mode; if the file doesn't exist, a new file is created, and if it exists, its previous data is erased, but in this mode, data can also be read and modified. Lastly, the 'r+' (read write) mode is similar to 'r' mode, but we can also write and modify existing data, and since new data can be added and existing data modified, this mode is also called update mode."
merged_topic_9_1,"content, mode, file, existing, opens, exist, new, erased","<task:merge> <sos>
 Attempting to write a writeprotected file
 
 ++++
 
 at ( append read ) This mode is same as the a mode but in this mode we can also read the data stored in the file
 If the file doesnt exist a new file is created and if the file already exists then new data is appended at the end of existing data in this mode
 <eos>","Attempting to write a writeprotected file describes a specific scenario in file handling. Relatedly, the 'a+' (append read) mode functions the same as the 'a' mode, but also allows data stored in the file to be read. In this 'a+' mode, if the file doesn't exist, a new file is created, and if the file already exists, new data is appended at the end of existing data."
merged_topic_10_0,"section, closing, brace, executable, appear, userdefined, prototypes, ahead, function","<task:merge> <sos>
 This means that we can execute them directly but can not read or modify them
 This section also declares all the userdefined functions
 Every C program must have one main ( ) function section
 This section contains two parts declaration part and executable part
 The declaration part declares all the variables used in the executable part
 There is at least one statement in the executable part
 These two parts must appear between the opening and the closing braces
 The program executing begins at the opening brace and ends at the closing brace
 The closing brace of the main function section is the logical end of the program
 All statements in the declaration and executable parts end with a semicolon ( )
 The subprogram section contains all the userdefined functions that are called in the main function
 Userdefined functions are generally placed immediately after the main function although they may appear in any order
 All section except the main function section may be absent when they are not required
 define statements must not end with a semicolon
 define statements may appear anywhere in the program but before it is referenced in the program
 There is no need to put braces around these blocks
 The unit can be invoked from other part of the program
 
 ++++
 
 One of the function must be called main ( ) A function is a subroutine that may include one or more statements designed to perform a specific task
 Every C program must have one main ( ) function section
 The subprogram section contains all the userdefined functions that are called in the main ( ) function
 Userdefined functions are generally placed immediately after the main ( ) function although they may appear in any order
 All section except the main ( ) function section may be absent when they are not required
 The function main ( ) is always present in each program which is executed first and other functions are optional
 The function main ( ) is an user defined function except that the name of function is defined or fixed by the language
 <eos>","Every C program must have one `main()` function section. This `main()` function, although a user-defined function with its name defined or fixed by the language, is always present in each program and is executed first, while other functions are optional. The `main()` function section contains two parts: a declaration part and an executable part. The declaration part declares all variables used in the executable part, which must contain at least one statement. These two parts must appear between opening and closing braces; program execution begins at the opening brace and ends at the closing brace, with the closing brace of the `main()` function section being the logical end of the program. All statements in both the declaration and executable parts must end with a semicolon, which means that we can execute them directly but cannot read or modify them. The subprogram section contains all user-defined functions that are called in the `main()` function. A function is a subroutine that may include one or more statements designed to perform a specific task. User-defined functions are generally placed immediately after the `main()` function, although they may appear in any order, and these units can be invoked from other parts of the program. A section in the program also declares all the user-defined functions. All sections, except the `main()` function section, may be absent when they are not required. Define statements must not end with a semicolon and may appear anywhere in the program but before they are referenced; there is no need to put braces around these blocks."
merged_topic_10_1,"section, closing, brace, executable, appear, userdefined, prototypes, ahead, function","<task:merge> <sos>
 Such declaration is available for all the function in the program
 Function Definition A function must be defined before it is used anywhere in the program
 add ( ) When the compiler encounters the function call the control is transferred to the function definition
 And it executes each line of code in function and returns the control to the main program again
 A function may be used by many other program
 This is a nonexecutable statement
 
 ++++
 
 This function is executed first when the program starts execution
 Function Declaration or Prototype The function declaration or prototype is model or blueprint of the function
 If functions are used before they are defined then function declaration or prototype is necessary
 Many programmers prefer a topdown approach in which main appears ahead of the programmer defined function definition
 Function prototypes are usually written at the beginning of a program ahead of any userdefined function including main ( )
 Function prototypes provide the following information to the compiler
 In bottomup approach where userdefined functions are defined ahead of main ( ) function there is no need of function prototypes
 <eos>","A function must be defined before it is used anywhere in the program; it may also be used by many other programs. When the compiler encounters a function call, such as `add ( )`, control is transferred to the function definition, which then executes each line of code before returning control to the main program again. The function declaration, or prototype, is a model or blueprint of the function. This nonexecutable statement is available for all functions in the program and provides information to the compiler. If functions are used before they are defined, then a function declaration or prototype is necessary. Function prototypes are usually written at the beginning of a program, ahead of any user-defined function, including `main ( )`, which is the function executed first when the program starts. Many programmers prefer a top-down approach where `main` appears ahead of programmer-defined function definitions, making prototypes essential. Conversely, in a bottom-up approach, user-defined functions are defined ahead of the `main ( )` function, thus eliminating the need for function prototypes."
merged_topic_11_0,"function, calling, return, does, receive, keyword, argument","<task:merge> <sos>
 Void data type ( for empty set of value and nonreturning functions ) the void type specifies an empty set of values
 It is used as the return type for functions that do not return a value
 Function with no arguments and no return values When a function has no argument it does not receive any data from the calling function
 Similarly when it does not return value the calling function does not receive any data from the called function
 Function with no argument and return type In this function the function does not take any input from the calling function but it returns value to the calling function
 Recursive A function is said to be recursive if a statement in the body of the function calls itself
 The return statement is necessary only when the function is returning some data back to the calling function
 
 ++++
 
 If there is no return value the keyword void is used
 There are two ways in which it can be used return return ( expression ) where return is a keyword
 In this case only return keyword is written
 The value returned by the return statement may be any constant variable expression or even any other function call which returns a value
 Similarly when called function does not return a value the calling function does not receive any data from it
 There is no argument within parenthesis which implies function has no argument and it doesnt receive any data from the called function
 <eos>","The `void` data type specifies an empty set of values and is used for non-returning functions; it is utilized as the return type for functions that do not return a value. If there is no return value, the keyword `void` is used, and the calling function does not receive any data from the called function. When a function has no argument, which is implied by no argument within parentheses, it does not receive any data from the calling function. Functions with no arguments and no return values receive no data from the calling function, and similarly, the calling function does not receive any data from them. Conversely, in a function with no argument and a return type, the function does not take any input from the calling function but returns a value to it. The return statement is necessary only when the function is returning some data back to the calling function. There are two ways in which it can be used: `return;` where only the keyword is written, or `return (expression);`. The value returned by the return statement may be any constant, variable, expression, or even any other function call that returns a value. A function is said to be recursive if a statement in the body of the function calls itself."
merged_topic_12_0,"position, current, offset, fseek, file, putw, syntax, rewind","<task:merge> <sos>
 ftell takes a file pointer and return a number of type long that corresponds to the current position
 This function is useful in saving the current position of a file which can be used later in the program
 It takes the following form N fte ( fp ) n would give the relative offset ( in bytes ) if the current position
 This function helps us in reading a file more than once without having to close and open the file
 fseek function is used to move the file position to a desired location within the file
 
 ++++
 
 Its syntax is char_variable fget ( file_ptr_variable ) fputc ( ) It is used to write a character to a file
 Its syntax is fputc ( char_variable file_ptr vriable ) b ) String IO functions fgets ( ) It is used to read string from file
 Its syntax is fgets ( string int_value file_ptr_variable ) fputs ( ) It is used to write a string to a file
 Its syntax is fputs ( string file_ptr_variable )
 Its syntax is fprintf ( file_ptr_variablecontrol string list variables ) fscanf ( ) This function is used to read some integer float char or string froma file
 Its syntax is fscanf ( file_ptr_variablecontrol string list_variables ) Creating data files Some sample programs create a file named testtxt and write some text Welcome to Eastern College of Engineering to the file
 File Pointer Device Stdin Standard input device ( keyboard ) Stdout Standard OUTPUT devices ( screen ) Stderr Standard error OUTPUT device ( screen ) Some other unformatted function Intger IO getw ( ) putw ( ) for binary mode Record IO fread ( ) fwrite Putw ( ) used to write integer value th file
 Their syntaxes are int putw ( int value FILE fpir ) int getw ( FILE fptr ) fwrite ( ) used for writing an etire block to a given file
 <eos>","File positioning functions include `ftell` and `fseek`. `ftell` takes a file pointer and returns a number of type `long` that corresponds to the current position, indicating the relative offset in bytes. This function is useful in saving the current file position for later use in the program and helps in reading a file more than once without having to close and open it. The given syntax for `ftell` is `N fte ( fp ) n`. The `fseek` function is used to move the file position to a desired location within the file. For character I/O, `fputc()` is used to write a character to a file; its syntax is `fputc ( char_variable file_ptr_variable )`. The syntax `char_variable fget ( file_ptr_variable )` is also mentioned. For string I/O, `fgets()` is used to read a string from a file, with the syntax `fgets ( string int_value file_ptr_variable )`, while `fputs()` is used to write a string to a file, with the syntax `fputs ( string file_ptr_variable )`. Formatted I/O functions include `fprintf()` and `fscanf()`. The syntax for `fprintf()` is `fprintf ( file_ptr_variable, control_string, list_variables )`. `fscanf()` is used to read integers, floats, characters, or strings from a file, and its syntax is `fscanf ( file_ptr_variable, control_string, list_variables )`. Some sample programs create data files, such as a file named `test.txt`, and write text like ""Welcome to Eastern College of Engineering"" to them. Standard file pointer devices include `Stdin` for the standard input device (keyboard), `Stdout` for standard output devices (screen), and `Stderr` for standard error output devices (screen). Other unformatted functions include `getw()` and `putw()` for integer I/O in binary mode. `putw()` is specifically used to write an integer value to a file, with its syntax being `int putw ( int value, FILE *fptr )`. The syntax for `getw()` is `int getw ( FILE *fptr )`. For record I/O, `fread()` and `fwrite()` are used, with `fwrite()` specifically used for writing an entire block to a given file."
